metric_id,ticket_id,first_resolution_time,full_resolution_time,agent_work_time,requester_wait_time,reply_time,group_stations,assignee_stations,reopens,replies,assignee_updated_at,requester_updated_at,status_updated_at,initially_assigned_at,assigned_at,solved_at
10017,10017,2,168,14,168,2,1,1,0,2,2023-12-07 23:23:01,2023-12-07 13:17:55,2023-12-08 00:00:00,2023-12-01 01:18:00,2023-12-01 01:18:00,2023-12-08 00:00:00
10018,10018,10,192,60,192,4,1,1,0,5,2023-05-18 22:06:27,2023-05-18 22:06:56,2023-05-19 00:00:00,2023-05-11 03:21:08,2023-05-11 03:21:08,2023-05-19 00:00:00
10019,10019,4,336,23,336,6,1,1,0,2,2023-06-18 22:48:57,2023-06-18 22:28:51,2023-06-19 00:00:00,2023-06-05 03:42:15,2023-06-05 03:42:15,2023-06-19 00:00:00
10020,10020,4,144,46,144,5,3,1,1,5,2024-10-09 22:45:35,2024-10-09 19:46:10,2024-10-10 00:00:00,2024-10-04 03:03:39,2024-10-04 03:03:39,2024-10-10 00:00:00
10021,10021,1,0,12,4,1,1,1,0,2,2024-11-25 02:43:01,2024-11-25 00:32:44,2024-11-25 03:30:57,2024-11-25 00:21:14,2024-11-25 00:21:14,
10022,10022,5,120,51,120,5,1,1,0,3,2023-08-31 22:18:23,2023-08-31 22:49:13,2023-09-01 00:00:00,2023-08-27 03:26:49,2023-08-27 03:26:49,2023-09-01 00:00:00
10023,10023,6,336,36,336,4,1,1,1,2,2023-12-30 22:10:23,2023-12-30 18:01:45,2023-12-31 00:00:00,2023-12-17 03:31:20,2023-12-17 03:31:20,2023-12-31 00:00:00
10024,10024,5,192,20,192,4,1,1,0,1,2024-03-28 23:13:33,2024-03-28 19:18:46,2024-03-29 00:00:00,2024-03-21 01:37:05,2024-03-21 01:37:05,2024-03-29 00:00:00
10025,10025,3,0,90,29976,3,1,1,0,8,2024-11-14 21:33:32,2021-06-15 00:38:34,2022-07-22 05:39:00,2021-06-15 02:06:47,2021-06-15 02:06:47,
10026,10026,5,288,94,288,5,1,1,0,4,2023-11-25 22:33:20,2023-11-25 12:21:43,2023-11-26 00:00:00,2023-11-14 02:55:19,2023-11-14 02:55:19,2023-11-26 00:00:00
10027,10027,7,120,35,120,2,1,1,1,4,2023-12-06 22:35:13,2023-12-02 00:57:18,2023-12-07 00:00:00,2023-12-02 01:36:08,2023-12-02 01:36:08,2023-12-07 00:00:00
10028,10028,4,0,57,9432,2,1,1,0,4,2024-11-15 23:13:49,2023-10-20 00:52:54,2024-08-14 11:22:09,2023-10-20 01:20:53,2023-10-20 01:20:53,
10029,10029,11,288,25,288,6,1,1,0,3,2024-09-06 23:37:07,2024-09-06 17:54:22,2024-09-07 00:00:00,2024-08-26 03:53:06,2024-08-26 03:53:06,2024-09-07 00:00:00
10030,10030,3,72,72,72,3,1,1,0,2,2021-11-12 23:30:07,2021-11-10 00:49:43,2021-11-13 00:00:00,2021-11-10 00:27:09,2021-11-10 00:27:09,2021-11-13 00:00:00
10031,10031,7,216,35,216,3,2,1,0,3,2024-08-22 22:19:39,2024-08-22 20:26:37,2024-08-23 00:00:00,2024-08-14 00:30:57,2024-08-14 00:30:57,2024-08-23 00:00:00
10032,10032,3,120,54,120,1,3,1,0,3,2024-08-08 22:17:55,2024-08-08 17:53:32,2024-08-09 00:00:00,2024-08-04 01:24:32,2024-08-04 01:24:32,2024-08-09 00:00:00
10033,10033,10,72,79,72,5,1,1,0,2,2024-03-25 22:58:22,2024-03-25 12:55:28,2024-03-26 00:00:00,2024-03-23 03:55:18,2024-03-23 03:55:18,2024-03-26 00:00:00
10034,10034,3,0,24,24072,3,1,1,0,1,2024-11-12 19:31:57,2022-02-14 00:37:44,2023-05-10 00:02:40,2022-02-14 01:43:52,2022-02-14 01:43:52,
10035,10035,8,168,16,168,5,1,1,0,4,2021-08-22 22:46:18,2021-08-22 17:56:02,2021-08-23 00:00:00,2021-08-16 02:48:26,2021-08-16 02:48:26,2021-08-23 00:00:00
10036,10036,8,336,99,336,3,3,1,0,5,2024-11-16 22:55:48,2024-11-16 17:36:04,2024-11-17 00:00:00,2024-11-03 01:38:45,2024-11-03 01:38:45,2024-11-17 00:00:00
10037,10037,11,264,15,264,4,1,1,0,4,2021-08-28 23:02:11,2021-08-18 00:23:48,2021-08-29 00:00:00,2021-08-18 03:49:50,2021-08-18 03:49:50,2021-08-29 00:00:00
10038,10038,14,264,50,264,12,1,2,0,5,2022-11-22 23:37:44,2022-11-12 00:33:31,2022-11-23 00:00:00,2022-11-12 00:18:44,2022-11-12 11:22:06,2022-11-23 00:00:00
10039,10039,8,96,43,96,5,1,1,0,1,2024-06-24 23:22:20,2024-06-24 19:17:48,2024-06-25 00:00:00,2024-06-21 02:40:41,2024-06-21 02:40:41,2024-06-25 00:00:00
10040,10040,4,24,70,24,1,1,1,0,2,2024-10-14 23:08:49,2024-10-14 21:25:20,2024-10-15 00:00:00,2024-10-14 00:38:29,2024-10-14 00:38:29,2024-10-15 00:00:00
10041,10041,4,0,6,240,3,1,1,0,3,2024-11-19 18:50:11,2024-11-16 10:04:54,2024-11-17 16:00:48,2024-11-10 02:21:47,2024-11-10 02:21:47,
10042,10042,6,72,38,72,1,1,1,0,3,2021-06-12 22:13:47,2021-06-12 13:22:19,2021-06-13 00:00:00,2021-06-10 00:36:02,2021-06-10 00:36:02,2021-06-13 00:00:00
10043,10043,6,168,53,168,1,2,1,0,3,2022-05-25 23:00:22,2022-05-25 13:13:51,2022-05-26 00:00:00,2022-05-19 01:17:24,2022-05-19 01:17:24,2022-05-26 00:00:00
10044,10044,5,0,21,2304,4,1,1,0,1,2024-11-15 20:51:26,2024-10-07 15:00:00,2024-10-03 11:53:15,2024-08-12 03:27:10,2024-08-12 03:27:10,
10045,10045,4,240,35,240,5,1,1,0,3,2024-11-03 22:31:54,2024-11-03 19:10:33,2024-11-04 00:00:00,2024-10-25 02:54:19,2024-10-25 02:54:19,2024-11-04 00:00:00
10046,10046,6,96,44,96,5,1,1,0,3,2024-04-06 22:26:46,2024-04-06 13:10:08,2024-04-07 00:00:00,2024-04-03 03:22:08,2024-04-03 03:22:08,2024-04-07 00:00:00
10047,10047,7,48,22,48,4,1,1,2,8,2023-07-04 22:45:42,2023-07-03 00:31:16,2023-07-05 00:00:00,2023-07-03 02:24:25,2023-07-03 02:24:25,2023-07-05 00:00:00
10048,10048,8,24,27,24,3,3,1,0,4,2022-03-03 23:07:48,2022-03-03 00:25:25,2022-03-04 00:00:00,2022-03-03 01:16:42,2022-03-03 01:16:42,2022-03-04 00:00:00
10049,10049,17,0,18,72,15,1,2,0,1,2024-11-18 22:40:37,2024-11-18 23:33:48,2024-11-17 09:24:09,2024-11-16 03:15:25,2024-11-16 13:41:15,
10050,10050,9,24,64,24,3,1,2,0,1,2024-01-16 22:18:22,2024-01-16 00:32:10,2024-01-17 00:00:00,2024-01-16 00:49:30,2024-01-16 02:01:31,2024-01-17 00:00:00
10051,10051,5,240,61,240,3,1,1,0,2,2021-12-27 23:49:17,2021-12-27 18:48:05,2021-12-28 00:00:00,2021-12-18 02:29:27,2021-12-18 02:29:27,2021-12-28 00:00:00
10052,10052,6,144,46,144,3,3,1,0,2,2024-09-13 23:09:44,2024-09-08 00:24:28,2024-09-14 00:00:00,2024-09-08 01:04:44,2024-09-08 01:04:44,2024-09-14 00:00:00
10053,10053,3,240,40,240,3,2,1,0,4,2022-11-25 23:18:02,2022-11-25 17:30:04,2022-11-26 00:00:00,2022-11-16 00:21:29,2022-11-16 00:21:29,2022-11-26 00:00:00
10054,10054,8,336,15,336,3,1,1,0,1,2024-04-16 22:44:56,2024-04-03 00:17:34,2024-04-17 00:00:00,2024-04-03 01:27:22,2024-04-03 01:27:22,2024-04-17 00:00:00
10055,10055,0,0,14,1296,4,1,1,0,2,2024-11-12 22:35:53,2024-10-15 23:50:23,2024-10-01 09:08:05,2024-09-20 02:59:22,2024-09-20 02:59:22,
10056,10056,3,0,29,7416,1,1,1,0,4,2024-11-19 21:04:31,2024-04-14 01:54:44,2024-08-30 03:32:17,2024-01-16 00:09:20,2024-01-16 00:09:20,
10057,10057,4,0,31,120,3,1,1,0,2,2024-11-14 20:58:41,2024-11-13 09:14:28,2024-11-10 22:16:09,2024-11-10 02:42:15,2024-11-10 02:42:15,
10058,10058,6,240,30,240,5,1,1,0,1,2023-03-15 22:52:59,2023-03-15 21:23:34,2023-03-16 00:00:00,2023-03-06 03:11:45,2023-03-06 03:11:45,2023-03-16 00:00:00
10059,10059,2,144,97,144,1,1,1,0,3,2024-01-30 23:10:16,2024-01-30 18:59:19,2024-01-31 00:00:00,2024-01-25 00:38:34,2024-01-25 00:38:34,2024-01-31 00:00:00
10060,10060,3,0,31,8,2,3,1,0,3,2024-11-22 05:36:39,2024-11-22 00:07:10,2024-11-22 03:33:56,2024-11-22 00:38:23,2024-11-22 00:38:23,
10061,10061,2,0,42,18,1,1,1,0,1,2024-11-23 17:41:07,2024-11-23 00:35:32,2024-11-23 14:53:43,2024-11-23 00:16:29,2024-11-23 00:16:29,
10062,10062,9,312,13,312,4,1,1,0,2,2024-05-06 23:33:34,2024-05-06 20:01:47,2024-05-07 00:00:00,2024-04-24 02:44:48,2024-04-24 02:44:48,2024-05-07 00:00:00
10063,10063,6,192,25,192,4,2,1,1,4,2024-09-21 22:49:21,2024-09-14 00:28:03,2024-09-22 00:00:00,2024-09-14 02:43:20,2024-09-14 02:43:20,2024-09-22 00:00:00
10064,10064,7,48,46,48,1,1,1,0,2,2023-05-04 22:34:01,2023-05-04 22:18:16,2023-05-05 00:00:00,2023-05-03 00:58:33,2023-05-03 00:58:33,2023-05-05 00:00:00
10065,10065,7,336,49,336,4,2,1,1,3,2023-10-24 23:42:48,2023-10-11 00:28:53,2023-10-25 00:00:00,2023-10-11 03:55:28,2023-10-11 03:55:28,2023-10-25 00:00:00
10066,10066,8,72,95,72,4,1,1,0,6,2023-08-20 23:02:13,2023-08-20 21:01:50,2023-08-21 00:00:00,2023-08-18 02:18:25,2023-08-18 02:18:25,2023-08-21 00:00:00
10067,10067,9,24,33,24,8,1,2,1,5,2024-06-12 22:28:58,2024-06-12 00:58:37,2024-06-13 00:00:00,2024-06-12 00:35:21,2024-06-12 06:52:29,2024-06-13 00:00:00
10068,10068,9,216,39,216,2,1,1,0,2,2024-09-28 22:31:54,2024-09-20 00:11:29,2024-09-29 00:00:00,2024-09-20 01:47:32,2024-09-20 01:47:32,2024-09-29 00:00:00
10069,10069,5,24,56,24,4,2,1,0,2,2024-07-11 22:40:47,2024-07-11 20:42:29,2024-07-12 00:00:00,2024-07-11 02:17:31,2024-07-11 02:17:31,2024-07-12 00:00:00
10070,10070,3,72,16,72,2,1,1,0,1,2022-08-09 23:28:36,2022-08-09 18:45:53,2022-08-10 00:00:00,2022-08-07 01:25:59,2022-08-07 01:25:59,2022-08-10 00:00:00
10071,10071,5,120,26,120,3,1,1,2,6,2024-07-31 22:15:01,2024-07-31 16:58:04,2024-08-01 00:00:00,2024-07-27 00:55:48,2024-07-27 00:55:48,2024-08-01 00:00:00
10072,10072,3,0,19,14280,3,1,1,0,3,2024-11-15 21:31:03,2023-04-01 00:44:50,2023-10-25 06:39:29,2023-04-01 01:22:27,2023-04-01 01:22:27,
10073,10073,3,144,41,144,3,1,1,0,4,2022-08-02 23:08:39,2022-08-02 17:15:09,2022-08-03 00:00:00,2022-07-28 01:02:40,2022-07-28 01:02:40,2022-08-03 00:00:00
10074,10074,7,312,66,312,4,1,1,0,1,2024-07-25 22:11:27,2024-07-25 21:12:32,2024-07-26 00:00:00,2024-07-13 03:16:10,2024-07-13 03:16:10,2024-07-26 00:00:00
10075,10075,16,48,55,48,12,1,2,1,3,2024-10-17 22:05:22,2024-10-17 15:19:05,2024-10-18 00:00:00,2024-10-16 01:43:01,2024-10-16 10:48:21,2024-10-18 00:00:00
10076,10076,9,312,100,312,5,1,1,0,8,2023-04-04 22:04:38,2023-03-23 00:13:44,2023-04-05 00:00:00,2023-03-23 03:05:08,2023-03-23 03:05:08,2023-04-05 00:00:00
10077,10077,2,240,35,240,3,3,1,0,4,2023-10-30 23:04:58,2023-10-30 13:24:31,2023-10-31 00:00:00,2023-10-21 01:04:10,2023-10-21 01:04:10,2023-10-31 00:00:00
10078,10078,6,288,25,288,1,2,1,0,2,2024-09-09 23:04:50,2024-09-09 21:47:35,2024-09-10 00:00:00,2024-08-29 00:58:34,2024-08-29 00:58:34,2024-09-10 00:00:00
10079,10079,4,96,47,96,4,1,1,0,2,2024-04-17 23:46:49,2024-04-17 17:38:35,2024-04-18 00:00:00,2024-04-14 02:00:14,2024-04-14 02:00:14,2024-04-18 00:00:00
10080,10080,6,168,19,168,4,1,1,0,1,2023-06-16 23:26:10,2023-06-16 13:45:30,2023-06-17 00:00:00,2023-06-10 03:45:00,2023-06-10 03:45:00,2023-06-17 00:00:00
10081,10081,4,0,44,10,1,1,1,0,1,2024-12-17 07:32:25,2024-12-17 08:28:08,2024-12-17 05:51:19,2024-12-17 00:54:12,2024-12-17 00:54:12,
10082,10082,0,0,10,20,2,3,1,0,1,2024-12-17 14:22:23,2024-12-17 00:59:52,2024-12-17 17:44:08,2024-12-17 00:13:47,2024-12-17 00:13:47,
10083,10083,4,0,7,7704,4,1,1,0,3,2024-11-16 19:51:21,2024-10-09 05:45:41,2024-10-02 05:05:51,2024-01-01 02:19:20,2024-01-01 02:19:20,
10084,10084,5,168,53,168,4,1,1,1,4,2024-04-28 22:49:59,2024-04-28 13:29:15,2024-04-29 00:00:00,2024-04-22 03:27:03,2024-04-22 03:27:03,2024-04-29 00:00:00
10085,10085,5,24,126,24,3,1,2,0,3,2023-09-28 22:11:58,2023-09-28 12:26:08,2023-09-29 00:00:00,2023-09-28 01:00:20,2023-09-28 01:55:47,2023-09-29 00:00:00
10086,10086,2,0,7,17,3,3,1,0,2,2024-12-17 11:29:27,2024-12-17 09:18:38,2024-12-17 08:57:16,2024-12-17 01:06:58,2024-12-17 01:06:58,
10087,10087,4,240,24,240,1,2,1,1,4,2023-03-27 23:16:01,2023-03-27 20:33:02,2023-03-28 00:00:00,2023-03-18 00:48:25,2023-03-18 00:48:25,2023-03-28 00:00:00
10088,10088,3,96,133,96,2,2,1,0,8,2022-11-06 22:25:47,2022-11-03 00:22:44,2022-11-07 00:00:00,2022-11-03 01:40:48,2022-11-03 01:40:48,2022-11-07 00:00:00
10089,10089,5,168,53,168,4,1,1,0,1,2024-09-26 23:18:34,2024-09-26 21:17:02,2024-09-27 00:00:00,2024-09-20 02:48:08,2024-09-20 02:48:08,2024-09-27 00:00:00
10090,10090,3,0,45,24,2,1,1,0,3,2024-12-17 19:19:00,2024-12-17 15:16:10,2024-12-17 15:53:08,2024-12-17 00:54:11,2024-12-17 00:54:11,
10091,10091,7,168,45,168,5,1,1,0,2,2024-01-21 23:30:10,2024-01-21 15:26:07,2024-01-22 00:00:00,2024-01-15 02:48:41,2024-01-15 02:48:41,2024-01-22 00:00:00
10092,10092,6,192,56,192,3,2,1,0,2,2024-02-14 23:41:03,2024-02-14 13:08:13,2024-02-15 00:00:00,2024-02-07 01:04:48,2024-02-07 01:04:48,2024-02-15 00:00:00
10093,10093,4,0,21,9,1,1,1,0,3,2024-12-17 03:04:20,2024-12-17 02:09:10,2024-12-17 08:30:28,2024-12-17 00:28:36,2024-12-17 00:28:36,
10094,10094,9,24,57,24,2,1,1,0,3,2024-01-27 22:13:35,2024-01-27 17:19:53,2024-01-28 00:00:00,2024-01-27 01:50:43,2024-01-27 01:50:43,2024-01-28 00:00:00
10095,10095,4,0,24,14952,3,1,1,0,2,2024-11-18 22:51:34,2023-03-07 00:32:34,2024-03-20 14:56:14,2023-03-07 00:42:10,2023-03-07 00:42:10,
10096,10096,14,96,81,96,15,2,2,0,5,2023-10-15 23:03:06,2023-10-15 21:54:22,2023-10-16 00:00:00,2023-10-12 03:15:57,2023-10-12 13:02:14,2023-10-16 00:00:00
10097,10097,3,216,43,216,3,1,1,0,3,2024-11-17 23:08:58,2024-11-17 19:49:44,2024-11-18 00:00:00,2024-11-09 01:36:17,2024-11-09 01:36:17,2024-11-18 00:00:00
10098,10098,4,48,34,48,2,1,1,0,3,2024-01-19 23:43:50,2024-01-18 00:32:59,2024-01-20 00:00:00,2024-01-18 01:16:59,2024-01-18 01:16:59,2024-01-20 00:00:00
10099,10099,2,0,13,18,1,1,1,0,2,2024-12-17 15:23:41,2024-12-17 00:18:19,2024-12-17 02:31:05,2024-12-17 00:57:41,2024-12-17 00:57:41,
10100,10100,8,120,60,120,4,2,1,0,1,2023-05-28 23:18:53,2023-05-24 00:22:33,2023-05-29 00:00:00,2023-05-24 01:50:17,2023-05-24 01:50:17,2023-05-29 00:00:00
10101,10101,3,0,25,576,3,1,1,0,1,2024-11-18 18:58:09,2024-10-26 00:08:39,2024-10-26 07:16:33,2024-10-26 00:59:18,2024-10-26 00:59:18,
10102,10102,4,288,58,288,3,1,1,0,4,2024-07-13 22:00:18,2024-07-13 17:42:40,2024-07-14 00:00:00,2024-07-02 02:03:17,2024-07-02 02:03:17,2024-07-14 00:00:00
10103,10103,8,264,18,264,2,1,1,0,1,2024-02-21 23:41:21,2024-02-21 16:59:35,2024-02-22 00:00:00,2024-02-11 01:08:02,2024-02-11 01:08:02,2024-02-22 00:00:00
10104,10104,7,264,19,264,2,2,1,0,3,2024-01-22 23:53:34,2024-01-12 00:19:50,2024-01-23 00:00:00,2024-01-12 00:38:33,2024-01-12 00:38:33,2024-01-23 00:00:00
10105,10105,10,24,49,24,7,1,2,0,2,2024-12-17 22:48:28,2024-12-17 00:28:03,2024-12-18 00:00:00,2024-12-17 02:05:58,2024-12-17 05:54:37,2024-12-18 00:00:00
10106,10106,12,48,51,48,8,2,2,0,1,2024-02-09 22:00:24,2024-02-08 00:06:32,2024-02-10 00:00:00,2024-02-08 01:01:14,2024-02-08 06:54:08,2024-02-10 00:00:00
10107,10107,4,144,45,144,2,2,1,1,6,2022-11-18 22:43:43,2022-11-13 00:46:20,2022-11-19 00:00:00,2022-11-13 00:38:20,2022-11-13 00:38:20,2022-11-19 00:00:00
10108,10108,18,120,115,120,18,1,2,0,7,2023-07-20 22:38:24,2023-07-20 21:18:06,2023-07-21 00:00:00,2023-07-16 02:49:51,2023-07-16 16:43:35,2023-07-21 00:00:00
10109,10109,8,24,53,24,4,1,1,0,4,2024-04-01 23:18:23,2024-04-01 22:41:56,2024-04-02 00:00:00,2024-04-01 02:02:36,2024-04-01 02:02:36,2024-04-02 00:00:00
10110,10110,2,0,29,13,3,1,1,0,2,2024-12-17 10:36:20,2024-12-17 12:56:08,2024-12-17 09:47:55,2024-12-17 00:13:48,2024-12-17 00:13:48,
10111,10111,8,168,28,168,5,1,1,0,4,2023-10-10 23:15:15,2023-10-10 20:28:14,2023-10-11 00:00:00,2023-10-04 03:42:35,2023-10-04 03:42:35,2023-10-11 00:00:00
10112,10112,4,48,55,48,2,1,1,0,4,2024-04-04 22:37:27,2024-04-03 00:29:37,2024-04-05 00:00:00,2024-04-03 00:23:30,2024-04-03 00:23:30,2024-04-05 00:00:00
10113,10113,6,144,60,144,4,1,1,0,4,2024-02-09 22:09:52,2024-02-09 17:08:58,2024-02-10 00:00:00,2024-02-04 03:34:13,2024-02-04 03:34:13,2024-02-10 00:00:00
10114,10114,7,336,76,336,4,1,1,0,6,2023-01-28 22:55:10,2023-01-28 15:42:42,2023-01-29 00:00:00,2023-01-15 02:39:47,2023-01-15 02:39:47,2023-01-29 00:00:00
10115,10115,6,240,102,240,5,1,1,0,5,2023-11-19 22:34:27,2023-11-19 12:08:34,2023-11-20 00:00:00,2023-11-10 03:26:36,2023-11-10 03:26:36,2023-11-20 00:00:00
10116,10116,5,168,30,168,3,1,1,0,5,2022-02-17 23:34:55,2022-02-17 15:08:29,2022-02-18 00:00:00,2022-02-11 02:16:00,2022-02-11 02:16:00,2022-02-18 00:00:00
10117,10117,3,0,62,18768,3,1,1,0,2,2024-11-16 18:43:36,2023-01-14 23:55:45,2023-12-13 02:35:53,2022-09-27 01:29:59,2022-09-27 01:29:59,
10118,10118,21,72,22,72,17,1,2,1,4,2021-12-13 22:58:48,2021-12-13 14:46:40,2021-12-14 00:00:00,2021-12-11 00:27:29,2021-12-11 16:46:11,2021-12-14 00:00:00
10119,10119,9,264,52,264,4,1,1,0,3,2024-04-27 22:35:24,2024-04-27 17:10:45,2024-04-28 00:00:00,2024-04-17 03:35:15,2024-04-17 03:35:15,2024-04-28 00:00:00
10120,10120,7,0,20,1320,5,1,1,0,2,2024-11-14 23:47:12,2024-11-10 13:51:30,2024-09-21 18:07:55,2024-09-21 03:41:26,2024-09-21 03:41:26,
10121,10121,2,96,33,96,3,1,1,0,4,2024-08-16 22:59:08,2024-08-16 15:04:33,2024-08-17 00:00:00,2024-08-13 00:36:27,2024-08-13 00:36:27,2024-08-17 00:00:00
10122,10122,8,48,45,48,4,1,1,0,1,2022-01-23 22:21:44,2022-01-23 15:52:34,2022-01-24 00:00:00,2022-01-22 03:36:33,2022-01-22 03:36:33,2022-01-24 00:00:00
10123,10123,8,144,67,144,3,1,1,0,3,2024-02-15 22:00:56,2024-02-15 19:16:42,2024-02-16 00:00:00,2024-02-10 02:40:05,2024-02-10 02:40:05,2024-02-16 00:00:00
10124,10124,3,192,52,192,2,3,1,0,2,2024-04-21 23:15:45,2024-04-21 22:46:08,2024-04-22 00:00:00,2024-04-14 00:55:46,2024-04-14 00:55:46,2024-04-22 00:00:00
10125,10125,7,264,56,264,2,1,1,0,2,2022-02-25 23:51:21,2022-02-25 22:14:57,2022-02-26 00:00:00,2022-02-15 01:00:13,2022-02-15 01:00:13,2022-02-26 00:00:00
10126,10126,4,240,47,240,3,1,1,0,5,2023-11-11 22:22:02,2023-11-11 14:30:15,2023-11-12 00:00:00,2023-11-02 00:18:22,2023-11-02 00:18:22,2023-11-12 00:00:00
10127,10127,6,312,38,312,2,1,2,1,3,2021-09-15 22:47:13,2021-09-15 19:30:00,2021-09-16 00:00:00,2021-09-03 00:40:47,2021-09-03 01:07:35,2021-09-16 00:00:00
10128,10128,5,0,41,23232,4,1,1,0,5,2024-11-12 21:56:31,2022-03-21 00:13:16,2022-04-08 22:04:20,2022-03-21 01:48:30,2022-03-21 01:48:30,
10129,10129,6,96,49,96,5,2,1,0,4,2024-09-24 23:40:01,2024-09-24 16:31:40,2024-09-25 00:00:00,2024-09-21 02:43:33,2024-09-21 02:43:33,2024-09-25 00:00:00
10130,10130,5,144,19,144,3,1,1,0,1,2024-04-08 23:31:40,2024-04-08 20:35:31,2024-04-09 00:00:00,2024-04-03 01:59:08,2024-04-03 01:59:08,2024-04-09 00:00:00
10131,10131,4,288,55,288,2,1,1,0,2,2020-12-20 22:55:56,2020-12-09 00:24:12,2020-12-21 00:00:00,2020-12-09 01:14:02,2020-12-09 01:14:02,2020-12-21 00:00:00
10132,10132,7,120,71,120,4,1,1,0,3,2024-11-05 23:33:41,2024-11-05 20:52:41,2024-11-06 00:00:00,2024-11-01 02:07:01,2024-11-01 02:07:01,2024-11-06 00:00:00
10133,10133,5,48,49,48,5,1,2,0,2,2023-11-05 22:43:27,2023-11-05 22:21:44,2023-11-06 00:00:00,2023-11-04 02:30:26,2023-11-04 04:14:58,2023-11-06 00:00:00
10134,10134,2,0,34,10,2,1,1,0,6,2025-05-07 06:40:06,2025-05-07 00:30:41,2025-05-07 06:21:39,2025-05-07 00:56:05,2025-05-07 00:56:05,
10135,10135,5,0,29,23,4,1,2,0,2,2025-06-07 17:50:57,2025-06-07 12:44:24,2025-06-07 06:59:28,2025-06-07 00:21:50,2025-06-07 03:22:00,
10136,10136,0,0,76,15,2,1,1,0,4,2025-04-20 13:43:42,2025-04-20 00:31:25,2025-04-20 08:00:53,2025-04-20 01:07:52,2025-04-20 01:07:52,
10137,10137,1,0,24,1,1,1,1,0,1,2025-05-07 00:06:00,2025-05-07 00:54:41,2025-05-07 01:00:00,2025-05-07 00:06:00,2025-05-07 00:06:00,
10138,10138,7,192,35,192,4,1,1,0,2,2024-09-27 22:10:14,2024-09-27 13:15:20,2024-09-28 00:00:00,2024-09-20 03:43:03,2024-09-20 03:43:03,2024-09-28 00:00:00
10139,10139,4,0,10,16,1,1,1,0,4,2025-04-20 13:02:37,2025-04-20 02:10:11,2025-04-20 13:12:52,2025-04-20 00:24:45,2025-04-20 00:24:45,
10140,10140,3,0,20,17,2,1,1,0,6,2025-05-07 15:29:03,2025-05-07 00:35:53,2025-05-07 01:34:51,2025-05-07 00:44:59,2025-05-07 00:44:59,
10141,10141,9,288,21,288,3,1,1,1,4,2025-05-18 22:32:09,2025-05-18 22:58:07,2025-05-19 00:00:00,2025-05-07 01:58:41,2025-05-07 01:58:41,2025-05-19 00:00:00
10142,10142,16,264,21,264,15,2,2,0,2,2024-10-28 22:58:33,2024-10-18 00:45:27,2024-10-29 00:00:00,2024-10-18 00:18:56,2024-10-18 13:16:47,2024-10-29 00:00:00
10143,10143,5,72,81,72,1,3,1,0,5,2025-04-22 23:02:16,2025-04-22 19:44:26,2025-04-23 00:00:00,2025-04-20 00:10:39,2025-04-20 00:10:39,2025-04-23 00:00:00
10144,10144,5,240,15,240,3,1,1,1,5,2024-08-04 22:41:37,2024-08-04 16:31:26,2024-08-05 00:00:00,2024-07-26 01:24:02,2024-07-26 01:24:02,2024-08-05 00:00:00
10145,10145,7,96,84,96,2,1,1,0,2,2025-06-10 22:25:47,2025-06-07 00:12:10,2025-06-11 00:00:00,2025-06-07 01:29:41,2025-06-07 01:29:41,2025-06-11 00:00:00
10146,10146,3,0,41,14,1,1,1,0,6,2025-04-20 09:12:39,2025-04-20 06:21:39,2025-04-20 12:30:19,2025-04-20 00:25:54,2025-04-20 00:25:54,
10147,10147,3,0,24,8,2,1,1,0,4,2025-05-07 07:01:43,2025-05-07 00:35:18,2025-05-07 02:29:14,2025-05-07 00:12:48,2025-05-07 00:12:48,
10148,10148,2,0,25,13,2,2,1,0,2,2025-05-07 11:36:30,2025-05-07 04:42:59,2025-05-07 12:20:00,2025-05-07 00:40:28,2025-05-07 00:40:28,
10149,10149,3,0,49,9,2,1,1,0,5,2025-06-07 05:34:34,2025-06-07 02:51:23,2025-06-07 04:26:41,2025-06-07 00:37:59,2025-06-07 00:37:59,
10150,10150,3,0,40,14,2,1,1,0,6,2025-06-07 13:18:06,2025-06-07 00:09:16,2025-06-07 10:23:36,2025-06-07 00:13:20,2025-06-07 00:13:20,
10151,10151,4,0,53,16,1,1,1,0,4,2025-06-07 12:05:16,2025-06-07 08:25:26,2025-06-07 09:16:49,2025-06-07 00:44:21,2025-06-07 00:44:21,
10152,10152,2,0,37,12,2,1,2,0,2,2025-05-07 08:47:54,2025-05-07 01:53:50,2025-05-07 05:16:38,2025-05-07 00:12:52,2025-05-07 01:05:17,
10153,10153,8,264,105,264,1,1,1,0,7,2024-08-29 23:08:51,2024-08-29 14:48:39,2024-08-30 00:00:00,2024-08-19 00:15:05,2024-08-19 00:15:05,2024-08-30 00:00:00
10154,10154,7,0,42,240,5,1,1,0,4,2024-11-18 19:32:38,2024-11-09 00:22:06,2024-11-15 18:59:33,2024-11-09 03:53:39,2024-11-09 03:53:39,
10155,10155,9,120,27,120,5,1,1,0,3,2024-11-08 22:43:17,2024-11-08 12:31:26,2024-11-09 00:00:00,2024-11-04 02:38:17,2024-11-04 02:38:17,2024-11-09 00:00:00
10156,10156,2,144,68,144,3,1,1,0,3,2024-11-02 22:41:01,2024-10-28 00:55:30,2024-11-03 00:00:00,2024-10-28 01:11:06,2024-10-28 01:11:06,2024-11-03 00:00:00
